mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__learning_rate_init,param_clf__hidden_layer_sizes,param_clf__alpha,param_clf__activation,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
94.52316374778748,20.783834977735093,0.4139823913574219,0.05153533122051292,0.001,"(64, 64)",0.0001,tanh,"{'clf__learning_rate_init': np.float64(0.001), 'clf__hidden_layer_sizes': (64, 64), 'clf__alpha': np.float64(0.0001), 'clf__activation': 'tanh'}",0.4280850393444356,0.4274369320163765,0.4178310446471243,0.4194968593953244,0.4162190980486853,0.42181379469038927,0.004969492941521376,6,0.585398656801719,0.6165968428627079,0.633660289931072,0.5997381602403496,0.6264580213938915,0.612370394245948,0.017644442306775643
245.85998673439025,28.597163380486986,0.4062184810638428,0.04395269368186983,0.0001,"(128, 64)",0.0001,tanh,"{'clf__learning_rate_init': np.float64(0.0001), 'clf__hidden_layer_sizes': (128, 64), 'clf__alpha': np.float64(0.0001), 'clf__activation': 'tanh'}",0.43318450492415606,0.43826696727894676,0.4374579021902241,0.43268548967937154,0.4296871735309126,0.4342564075207222,0.003188379368505877,2,0.559821689768946,0.570557784908522,0.5693534524157251,0.5441330404382929,0.5627171771712745,0.5613166289405521,0.009481155915644406
147.2901264667511,40.26649750024417,0.29070382118225097,0.19980646402638547,0.001,"(128, 64)",0.01,tanh,"{'clf__learning_rate_init': np.float64(0.001), 'clf__hidden_layer_sizes': (128, 64), 'clf__alpha': np.float64(0.01), 'clf__activation': 'tanh'}",0.41272393687966025,0.41219554231606637,0.417184220280427,0.4089395739664998,0.41056074259059755,0.4123208032066502,0.0027698937607480807,8,0.6803277293816148,0.740776141151692,0.6436307650966401,0.7195074868234883,0.7276419384457936,0.7023768121798458,0.03561897018335639
15.528045749664306,1.5910263576387356,0.36853342056274413,0.028392695175384904,0.1,"(128,)",0.01,relu,"{'clf__learning_rate_init': np.float64(0.1), 'clf__hidden_layer_sizes': (128,), 'clf__alpha': np.float64(0.01), 'clf__activation': 'relu'}",0.3627457498795303,0.06692449355432781,0.3063388553909809,0.06704909515661385,0.29886956093013806,0.22038555098231818,0.12718215395126523,9,0.36768559964859865,0.0669886457252886,0.31008406412307604,0.06695657081291845,0.3037078575927366,0.22308454758052365,0.12939889795566453
65.58809304237366,13.599756225658195,0.4005454063415527,0.030561664742103613,0.01,"(128, 64)",1e-05,tanh,"{'clf__learning_rate_init': np.float64(0.01), 'clf__hidden_layer_sizes': (128, 64), 'clf__alpha': np.float64(1e-05), 'clf__activation': 'tanh'}",0.4224519727078248,0.42672957603270145,0.4216143566466896,0.4174654298072314,0.4245447480679208,0.4225612166524736,0.0031043562450510974,5,0.6351667136209297,0.6122885750713772,0.62112930987353,0.633266135469257,0.6129384171082437,0.6229578302286676,0.009725051384926032
174.02856645584106,96.65612534775518,0.44132237434387206,0.06262477278480574,0.001,"(128, 64)",0.0001,relu,"{'clf__learning_rate_init': np.float64(0.001), 'clf__hidden_layer_sizes': (128, 64), 'clf__alpha': np.float64(0.0001), 'clf__activation': 'relu'}",0.40909235204356714,0.4193354776058664,0.42081242829215615,0.4096477988077387,0.4160211192126308,0.41498183519239185,0.004840828138805208,7,0.6550018581888722,0.7126642177401883,0.6603838977538706,0.7522530019777184,0.6659832760340487,0.6892572503389397,0.0375902410427471
106.23777651786804,39.19328779184425,0.379571533203125,0.029587532817542207,0.001,"(128,)",0.0001,tanh,"{'clf__learning_rate_init': np.float64(0.001), 'clf__hidden_layer_sizes': (128,), 'clf__alpha': np.float64(0.0001), 'clf__activation': 'tanh'}",0.4300312884087271,0.42843903307507913,0.43081039157420936,0.41423387280973883,0.4108416235779854,0.42287124188914793,0.008539467476378968,4,0.5723402269667607,0.5813003833367554,0.5783903170460817,0.622186794405872,0.637835066290524,0.5984105576091987,0.02643040505410341
11.669363737106323,1.5951920458257984,0.3085913181304932,0.03223427717998892,0.1,"(64,)",0.01,relu,"{'clf__learning_rate_init': np.float64(0.1), 'clf__hidden_layer_sizes': (64,), 'clf__alpha': np.float64(0.01), 'clf__activation': 'relu'}",0.23351023502653526,0.30549487431514616,0.17257650932374405,0.17257650932374405,0.17257650932374405,0.2113469274625827,0.05265830241606473,10,0.23352154452890672,0.3037557845276746,0.17257820412157623,0.17257820412157623,0.17257820412157623,0.211002388284262,0.05203759928813435
203.68597803115844,9.900171978743431,0.3939055919647217,0.044942293349164796,0.0001,"(128,)",0.0001,tanh,"{'clf__learning_rate_init': np.float64(0.0001), 'clf__hidden_layer_sizes': (128,), 'clf__alpha': np.float64(0.0001), 'clf__activation': 'tanh'}",0.43603128979846734,0.44916167713001437,0.4323108589607762,0.44027271501391896,0.43568331108218655,0.4386919703970727,0.0058131462720418916,1,0.5255964861398742,0.5342874951703993,0.5248051801933905,0.5327591311329009,0.5290235347088919,0.5292943654690914,0.0037639444893060783
56.77873635292053,7.899482467914134,0.3675422191619873,0.061873496848459365,0.01,"(128, 64)",0.01,tanh,"{'clf__learning_rate_init': np.float64(0.01), 'clf__hidden_layer_sizes': (128, 64), 'clf__alpha': np.float64(0.01), 'clf__activation': 'tanh'}",0.4272924917573085,0.431058759951172,0.43292118576729804,0.4185871124550545,0.423286416439757,0.426629193274118,0.0052057548198737496,3,0.5127266747852911,0.49092010277447756,0.5181826774083064,0.5049823962516746,0.4980170545083969,0.5049657811456293,0.009802897283467596
