mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__subsample,param_clf__n_estimators,param_clf__max_depth,param_clf__learning_rate,param_clf__colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
27.108787631988527,0.76327698720616,0.7756596088409424,0.15631663273085847,0.7,800,8,0.03,0.9,"{'clf__subsample': 0.7, 'clf__n_estimators': 800, 'clf__max_depth': 8, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 0.9}",0.43195211635322456,0.4415253548953723,0.43449904287424373,0.43749645237946,0.4291750698557262,0.43492960727160535,0.004295535339494105,8,0.5884227354815478,0.59224284467897,0.5895952272513008,0.5923505326922002,0.5945484604382787,0.5914319601084594,0.002174530024066521
6.816927671432495,0.47060140316529037,0.5587122440338135,0.3004286819042284,0.7,200,4,0.03,0.9,"{'clf__subsample': 0.7, 'clf__n_estimators': 200, 'clf__max_depth': 4, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 0.9}",0.43465925193939103,0.44289844381638366,0.43642787185665327,0.4355474812582736,0.4328133752342225,0.4364692848209848,0.0034300850184504515,6,0.445441269242433,0.4490801199588355,0.4500067240407069,0.44908453136084875,0.45272703161861133,0.44926793524428704,0.002333385560435056
14.106261825561523,0.6680496916056715,0.5250627994537354,0.0744533126242941,1.0,200,10,0.03,0.9,"{'clf__subsample': 1.0, 'clf__n_estimators': 200, 'clf__max_depth': 10, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 0.9}",0.43125791624357923,0.4370635047336123,0.435191153193641,0.4376406106822163,0.43136977935784154,0.43450459284217813,0.002728441591635412,9,0.5374362167024255,0.5341624976511865,0.5390229309329074,0.531357986677769,0.5367906794341168,0.535754062279681,0.0026999362793694403
6.771985197067261,1.0710731135329001,0.5856265068054199,0.054291834062588924,0.7,200,6,0.03,0.7,"{'clf__subsample': 0.7, 'clf__n_estimators': 200, 'clf__max_depth': 6, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 0.7}",0.4361126145059982,0.44441629576768715,0.4408560002941913,0.4413510699934262,0.4384713384069207,0.4402414637936447,0.002800672896480724,5,0.46690744467216305,0.47567543163650217,0.4720303411239368,0.4729524303748094,0.4740347908034636,0.472320087722175,0.0029657732397729577
4.6076044082641605,0.17822401677061786,0.5551897525787354,0.04413791094135888,0.7,200,4,0.1,0.9,"{'clf__subsample': 0.7, 'clf__n_estimators': 200, 'clf__max_depth': 4, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 0.9}",0.43720027050935356,0.44486724004907624,0.44268644201970053,0.44299211212261796,0.4416072167218128,0.44187065628451216,0.002560647867732167,2,0.47086819864178914,0.47415199349857273,0.47342977989000096,0.47506900050093837,0.4761772861004787,0.473939251726356,0.001790045687424639
8.431927633285522,1.1506922666332797,0.5860687255859375,0.11889342050824833,0.7,200,8,0.03,0.9,"{'clf__subsample': 0.7, 'clf__n_estimators': 200, 'clf__max_depth': 8, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 0.9}",0.4378609713463961,0.4439484927272092,0.44440469080013134,0.44213128671228835,0.4390766980281368,0.4414844279228324,0.00260555474835304,3,0.5055246640371327,0.5122544868855042,0.5104639893552229,0.5098767493615838,0.5130328629014732,0.5102305505081833,0.0026181791242804063
8.943804502487183,1.0777169271205769,0.8099942684173584,0.12576266606184536,0.7,500,4,0.03,1.0,"{'clf__subsample': 0.7, 'clf__n_estimators': 500, 'clf__max_depth': 4, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.4388036414334735,0.4452275847102469,0.4437318185509196,0.4429273872441482,0.43891337401364366,0.4419207611904864,0.0026072636911724,1,0.4647692455730108,0.4690361442651727,0.46689464269278763,0.46995710370406013,0.46972066535248264,0.46807556031750275,0.001974618000431619
18.271506786346436,1.431994673437403,0.8267726421356201,0.11367259053542235,0.9,800,6,0.1,0.9,"{'clf__subsample': 0.9, 'clf__n_estimators': 800, 'clf__max_depth': 6, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 0.9}",0.41853602729429024,0.4273897090801723,0.4240505459530441,0.4278424542664516,0.4182778574128978,0.4232193188013712,0.004142649760183731,10,0.5872618264761199,0.5882863306712419,0.5877787192736575,0.5902510485614162,0.5909248281910516,0.5889005506346974,0.0014312744606997296
11.861517000198365,0.8772978542036955,0.6913824081420898,0.09544879207318213,1.0,500,6,0.05,1.0,"{'clf__subsample': 1.0, 'clf__n_estimators': 500, 'clf__max_depth': 6, 'clf__learning_rate': 0.05, 'clf__colsample_bytree': 1.0}",0.4336443101291933,0.4380636510260186,0.4390485890983739,0.43776780469663,0.4332392925006651,0.4363527294901762,0.0024177003408795013,7,0.494904352291654,0.4996952186740213,0.5001512865263208,0.49701152297349954,0.502123823003346,0.49877724069376833,0.002531692016018737
4.418055248260498,0.1891881528168622,0.5047433376312256,0.030021660021934893,0.7,200,4,0.05,0.9,"{'clf__subsample': 0.7, 'clf__n_estimators': 200, 'clf__max_depth': 4, 'clf__learning_rate': 0.05, 'clf__colsample_bytree': 0.9}",0.43863167190837676,0.4449670331707784,0.4393364765335104,0.44059124985960835,0.43786017185807086,0.44027732066606895,0.002511091825913773,4,0.4562394862465631,0.46178509299465315,0.45877357861466567,0.4596025773663814,0.4634151722680588,0.4599631814980644,0.002475750329235952
