mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator__alpha,param_clf__estimator__hidden_layer_sizes,param_clf__max_samples,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
75.09639053344726,10.948234307288082,0.6885270118713379,0.1249389138144146,0.0001,"(64,)",0.6,10,"{'clf__estimator__alpha': 0.0001, 'clf__estimator__hidden_layer_sizes': (64,), 'clf__max_samples': 0.6, 'clf__n_estimators': 10}",0.40906958642677466,0.4189097529226877,0.41096930107272306,0.40891973809501686,0.4058304936172544,0.41073977442689136,0.004404641401427997,1,0.4497280979272977,0.46253562671792,0.4567036637496777,0.45748209491813735,0.44431032765010414,0.4541519621926273,0.006392419591751823
