mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator__alpha,param_clf__estimator__hidden_layer_sizes,param_clf__max_samples,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
509.26756172180177,76.88086299463802,0.8923399448394775,0.19864755089266506,0.0001,"(64,)",0.6,10,"{'clf__estimator__alpha': 0.0001, 'clf__estimator__hidden_layer_sizes': (64,), 'clf__max_samples': 0.6, 'clf__n_estimators': 10}",0.44803436746619946,0.4560391050893063,0.4481557857907536,0.44798004351565757,0.44496980122706536,0.4490358206177965,0.0037005551495889,1,0.5950915903427506,0.5930444173980879,0.5904297134079474,0.5900724556385627,0.596107513033889,0.5929491379642475,0.002416498075438706
