mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__criterion,param_clf__max_depth,param_clf__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
12.635505151748657,1.1671807896083606,1.0571385860443114,0.10088319863761154,gini,6,1,"{'clf__criterion': 'gini', 'clf__max_depth': 6, 'clf__min_samples_leaf': 1}",0.3852309103421283,0.3873046604327653,0.39209894579353993,0.3953960440983682,0.3885242034135115,0.3897109528160626,0.0036136455580273374,12,0.3895042543143035,0.3895991431742365,0.3993609105785816,0.40116521392688104,0.3994733704776678,0.3958205784943341,0.005158375268172957
12.844283390045167,1.1019742475609955,1.133277416229248,0.1766710068289788,gini,6,10,"{'clf__criterion': 'gini', 'clf__max_depth': 6, 'clf__min_samples_leaf': 10}",0.3853019509695148,0.3873139290288474,0.3921694247837839,0.39550035771762576,0.38867977147137434,0.38979308679422925,0.003627007550679706,11,0.3891801619842086,0.38950219154316557,0.399026691615203,0.400126801700861,0.39921349703250303,0.39540986877518824,0.004970077435624702
14.146120023727416,1.3301024424288006,1.126412296295166,0.18056184090696234,gini,12,1,"{'clf__criterion': 'gini', 'clf__max_depth': 12, 'clf__min_samples_leaf': 1}",0.4037741679308165,0.3991527969132836,0.3930371068667629,0.3949546429886854,0.395989954969207,0.3973817339337511,0.0037604116789862726,8,0.44786398041257086,0.4433772051969062,0.4493993744683273,0.44480586369533487,0.4481057566055397,0.4467104360757358,0.0022470334951156423
13.444083213806152,0.6993010166491205,1.0198948383331299,0.096937110564142,gini,12,10,"{'clf__criterion': 'gini', 'clf__max_depth': 12, 'clf__min_samples_leaf': 10}",0.4061722661246612,0.40456164427814745,0.3961285623617942,0.39908689641075973,0.39897650512958754,0.40098517486099006,0.0037662169189074082,5,0.439387679918283,0.4330651436913577,0.43766136238318704,0.43654243284686434,0.437326256672031,0.4367965751023446,0.0020847259980377193
12.43358793258667,1.8350990961381126,0.8403388023376465,0.12681586068831482,gini,20,1,"{'clf__criterion': 'gini', 'clf__max_depth': 20, 'clf__min_samples_leaf': 1}",0.39990429750695883,0.40948799643250156,0.3993655725496259,0.39860959362597564,0.40793178124877083,0.40305984827276653,0.004657612260840153,3,0.5629000299771342,0.5755751047917118,0.584374042293197,0.5769326532735254,0.573729881236956,0.5747023423145048,0.006921243224299821
12.479038524627686,0.4193339738985137,0.9248076915740967,0.14441462941675598,gini,20,10,"{'clf__criterion': 'gini', 'clf__max_depth': 20, 'clf__min_samples_leaf': 10}",0.4082614133472613,0.4085853628627451,0.4012833842946093,0.4024030924445414,0.4016777563533871,0.40444220186050883,0.0032720150995299937,2,0.4930382592522322,0.49532025571357713,0.5011853214599931,0.4991312118108155,0.4985125156278131,0.4974375127728862,0.002895048411288415
9.3561222076416,1.032636123275471,0.7563997268676758,0.10157619291684106,entropy,6,1,"{'clf__criterion': 'entropy', 'clf__max_depth': 6, 'clf__min_samples_leaf': 1}",0.39984549870277936,0.39180499357763016,0.3896019250147274,0.3897032374133483,0.3878481075188549,0.391760752445468,0.004232440752751369,9,0.4010539498060603,0.39184707961705484,0.3963595801221252,0.39626049188810547,0.3959308180548218,0.3962903838976335,0.0029178581987056563
8.908209800720215,1.0214074089800744,0.7683164119720459,0.04163907231309856,entropy,6,10,"{'clf__criterion': 'entropy', 'clf__max_depth': 6, 'clf__min_samples_leaf': 10}",0.3993425939194532,0.38570523751811064,0.39001855593691764,0.38973854205702535,0.3878414708027469,0.3905292800468508,0.0046702529257805795,10,0.4009340253008913,0.38462487051388283,0.3957366153187338,0.39606934631835217,0.39598717702623026,0.39467040689561805,0.005384671433068476
11.265988779067992,1.282410098740163,0.8421274662017822,0.19431150505035508,entropy,12,1,"{'clf__criterion': 'entropy', 'clf__max_depth': 12, 'clf__min_samples_leaf': 1}",0.40208874173005027,0.40010476529679867,0.3990671651293524,0.39443117600934213,0.40208141425030747,0.39955465248317024,0.002814121978334984,6,0.4353849444101425,0.44547479926300265,0.44441015926573774,0.4374127302439641,0.4491441920458237,0.4423653650457341,0.005158626246983208
10.990920066833496,0.8805022655772272,0.7499414920806885,0.18708500516316356,entropy,12,10,"{'clf__criterion': 'entropy', 'clf__max_depth': 12, 'clf__min_samples_leaf': 10}",0.39835472931986565,0.40256659068728445,0.3996500373658491,0.39378492008629573,0.40082204491461654,0.3990356644747823,0.0029688394487294018,7,0.42469064813095797,0.4315993738824144,0.4375671721998029,0.4234364459572569,0.4406654531641137,0.43159181866690915,0.0068142792533448385
12.628670597076416,1.4955124457968703,0.963029146194458,0.14867811583626214,entropy,20,1,"{'clf__criterion': 'entropy', 'clf__max_depth': 20, 'clf__min_samples_leaf': 1}",0.40493122116044167,0.3999969242906294,0.40061802235864824,0.4021560945435407,0.39867361074664714,0.40127517461998147,0.0021436699281296516,4,0.5559777654522874,0.5630427193242981,0.5703867370105725,0.5725733401656169,0.5698886479429229,0.5663738419791395,0.006100258200342791
14.776111936569214,2.7695721206587147,1.084153413772583,0.24520043163104935,entropy,20,10,"{'clf__criterion': 'entropy', 'clf__max_depth': 20, 'clf__min_samples_leaf': 10}",0.4080686869299337,0.4105954980636197,0.41098457447130227,0.4017928343735018,0.40198947986818984,0.40668621474130945,0.004041636097108699,1,0.4947448648474541,0.493810816732778,0.5037213749321339,0.4981210281904976,0.49727448988984824,0.4975345149185424,0.0034738141389340925
