mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator__alpha,param_clf__estimator__hidden_layer_sizes,param_clf__max_samples,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
84.46484994888306,12.587335548139343,0.7144945144653321,0.08903735803938403,0.0001,"(64,)",0.6,10,"{'clf__estimator__alpha': 0.0001, 'clf__estimator__hidden_layer_sizes': (64,), 'clf__max_samples': 0.6, 'clf__n_estimators': 10}",0.3994791076681385,0.41543759748417725,0.40895461435002245,0.4111243129589237,0.4045845851614737,0.40791604352454713,0.005481348329758958,1,0.4593451538657143,0.4538043506619866,0.45790123209386574,0.45652137188127845,0.4530490258223909,0.4561242268650473,0.002388661949337876
