mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator__alpha,param_clf__estimator__hidden_layer_sizes,param_clf__max_samples,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
44.74349646568298,4.545785753261451,0.6145877361297607,0.09455566910900337,0.0001,"(64,)",0.6,10,"{'clf__estimator__alpha': 0.0001, 'clf__estimator__hidden_layer_sizes': (64,), 'clf__max_samples': 0.6, 'clf__n_estimators': 10}",0.42761140289184457,0.43625432968108596,0.4288253290386554,0.42828286307610125,0.42061042441093516,0.4283168698197245,0.004962860882830279,1,0.4947262536114158,0.5028553374367448,0.49303238606353356,0.5030281852665639,0.4992337514575766,0.49857518276716695,0.004101695232923406
