mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator__alpha,param_clf__estimator__hidden_layer_sizes,param_clf__max_samples,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
46.823301029205325,2.9017757426584754,0.45528836250305177,0.09773554223389984,0.0001,"(64,)",0.6,10,"{'clf__estimator__alpha': 0.0001, 'clf__estimator__hidden_layer_sizes': (64,), 'clf__max_samples': 0.6, 'clf__n_estimators': 10}",0.3928817634883998,0.39153203413518395,0.38927303459674567,0.39780242462726184,0.39553307011210986,0.39340446539194024,0.0029906835338097456,1,0.41502896915367193,0.4061785393996756,0.407064797431506,0.4220756587328694,0.4125833587657368,0.4125862646966919,0.0057889715308501654
